Source,Target,Type,Id,Label,timeset,Weight
139999882711639,19366141168,Directed,284,,,1
139999882711639,21283608795,Directed,285,,,1
139999882711639,183306347807,Directed,286,,,1
139999882711639,20281766647,Directed,287,,,1
139999882711639,6209079710,Directed,288,,,1
139999882711639,10376464573,Directed,289,,,1
153477484736269,83711079303,Directed,290,,,1
6209079710,615085188507202,Directed,291,,,1
6209079710,20281766647,Directed,292,,,1
6209079710,183306347807,Directed,293,,,1
6209079710,139999882711639,Directed,294,,,1
6209079710,19366141168,Directed,295,,,1
53231441835,56848544614,Directed,296,,,1
53231441835,5678046685,Directed,297,,,1
11145281150,181861021831773,Directed,298,,,1
11145281150,450131130590,Directed,299,,,1
11145281150,83711079303,Directed,300,,,1
11145281150,117342865147,Directed,301,,,1
11145281150,28940545600,Directed,302,,,1
11145281150,6558867050,Directed,303,,,1
21283608795,19366141168,Directed,304,,,1
28015075999,118907304865324,Directed,305,,,1
28015075999,170869886291532,Directed,306,,,1
28015075999,390297510999650,Directed,307,,,1
28015075999,164916136887439,Directed,308,,,1
28015075999,10376464573,Directed,309,,,1
28015075999,5678046685,Directed,310,,,1
28015075999,28940545600,Directed,311,,,1
28015075999,20281766647,Directed,312,,,1
28015075999,19787971220,Directed,313,,,1
28015075999,35521441800,Directed,314,,,1
28015075999,26260583856,Directed,315,,,1
28015075999,83711079303,Directed,316,,,1
5747398233,35896804101,Directed,317,,,1
45309870078,117342865147,Directed,318,,,1
26012002239,19074699872,Directed,319,,,1
26012002239,9189674485,Directed,320,,,1
26012002239,5678046685,Directed,321,,,1
26012002239,313595788739120,Directed,322,,,1
26012002239,213641182015617,Directed,323,,,1
26012002239,6558867050,Directed,324,,,1
26012002239,5170395767,Directed,325,,,1
26012002239,28940545600,Directed,326,,,1
26012002239,10376464573,Directed,327,,,1
5678046685,100484820802,Directed,328,,,1
